candidate_id,tfidf_pc1_frozen,behav_splitA_source_mean,behav_has_retweet_A
C0602,-0.3128107054581741,-0.57857144,1.0
C0603,0.3232236805523005,0.775,1.0
C0604,0.0162038070162525,-0.33333334,1.0
C0605,0.2369695406279282,0.39166668,1.0
C0606,-0.3423544877922501,-0.715,1.0
C0607,-0.2859243065024772,-0.5,1.0
C0608,0.2343675827230297,0.55,1.0
C0609,0.0871362562571832,0.29090908,1.0
C0610,-0.1835645977736387,-0.42727274,1.0
C0611,0.2181530755401063,0.46,1.0
C0612,-0.1591694586120645,-0.4027778,1.0
C0613,0.2283938371316488,0.665,1.0
C0614,-0.3785472886845827,-0.725,1.0
C0615,0.3091504357740405,0.58666664,1.0
C0616,-0.3584604021544177,-0.4125,1.0
C0617,0.3179482677207216,0.55277777,1.0
C0618,-0.186989506135694,-0.65,1.0
C0619,0.3543315228447046,0.7030303,1.0
C0620,-0.1590800833869559,-0.425,1.0
C0621,-0.0051806148390133,-0.045,1.0
C0622,0.3862758303572096,0.7529412,1.0
C0623,-0.1863762246691603,-0.53,1.0
C0624,0.2831094165230061,0.62857145,1.0
C0625,-0.2929363967802211,-0.65882355,1.0
C0626,0.2004995797861253,0.37272727,1.0
C0627,0.2459944504710654,0.48333332,1.0
C0628,-0.2575217788452197,-0.559375,1.0
C0629,0.2746103615186019,0.76,1.0
C0630,-0.2803559230890675,-0.575,1.0
C0631,0.2495590288711423,0.61071426,1.0
C0632,-0.147585929405792,-0.6,1.0
C0633,0.2573622336672076,0.5472222,1.0
C0634,-0.2930867610541379,-0.66206896,1.0
C0635,0.4010472187213034,0.6357143,1.0
C0636,-0.363009315034371,-0.7125,1.0
C0637,0.2404302114097536,0.55714285,1.0
C0638,0.0702614309719259,0.10789473,1.0
C0639,-0.1674751023749977,-0.30833334,1.0
C0640,0.0506858776187024,0.05,1.0
C0641,0.28335387834271,0.5,1.0
C0642,-0.1815064387873234,-0.14166667,1.0
C0643,-0.0291267589978942,0.24117647,1.0
C0644,-0.3420558637931871,-0.6571429,1.0
C0645,0.3636740826923524,0.5642857,1.0
C0646,-0.0183957490858514,0.0,0.0
C0647,0.2597250794013,0.6431818,1.0
C0648,-0.1566559523575669,-0.42777777,1.0
C0649,0.3099741928646578,0.6333333,1.0
C0650,-0.2212216463577542,-0.43333334,1.0
C0651,0.1690196676867448,0.6892857,1.0
C0652,-0.2556997237677368,-0.4967213,1.0
C0653,0.1848568579741762,0.60714287,1.0
C0654,-0.1025688578873229,-0.26,1.0
C0655,0.3146792907704533,0.60714287,1.0
C0656,-0.2207123346386603,-0.225,1.0
C0657,0.3171349649911675,0.6657895,1.0
C0658,-0.3420276614907522,-0.6625,1.0
C0659,-0.2309393460616843,-0.65,1.0
C0660,0.2593520033670216,0.59090906,1.0
C0661,0.3041203001538984,0.8,1.0
C0662,-0.3401132142316493,-0.53125,1.0
C0663,0.1217542061382331,0.27745098,1.0
C0664,0.320476366521184,0.75,1.0
C0665,-0.3409279555227954,-0.73,1.0
C0666,0.145987226748695,0.175,1.0
C0667,-0.2829402544161503,-0.56333333,1.0
C0668,0.2776338001075632,0.71,1.0
C0669,-0.2012024927315517,-0.45,1.0
C0670,-0.1514514113035942,-0.6375,1.0
C0671,0.3238675822998328,0.712963,1.0
C0672,-0.1291618480589237,-0.71,1.0
C0673,0.2279438714814166,0.66875,1.0
C0674,0.1852460636318367,0.37857142,1.0
C0675,-0.086070431190031,-0.175,1.0
C0676,0.269925741584921,0.5875,1.0
C0677,-0.309657064850298,-0.7083333,1.0
C0678,0.275264013985904,0.71666664,1.0
C0679,-0.3746194816835772,-0.683871,1.0
C0680,0.1804816409609676,0.68333334,1.0
C0681,-0.2635140065084819,-0.51785713,1.0
C0682,0.2972968101714358,0.49642858,1.0
C0683,-0.3095064152416756,-0.65909094,1.0
C0684,0.2819495080351076,0.59705883,1.0
C0685,0.0607461560536608,0.14516129,1.0
C0686,-0.1517598938127722,-0.42666668,1.0
C0687,0.255731699427545,0.7604167,1.0
C0688,-0.2895013402821104,-0.34444445,1.0
C0689,0.1862595608780134,0.5541667,1.0
C0690,-0.3104871066242701,-0.5775,1.0
C0691,0.2833342488779902,0.875,1.0
C0692,-0.1415975958833794,-0.15,1.0
C0693,0.1173119721849898,0.23125,1.0
C0694,-0.2956798241379164,-0.575,1.0
C0695,0.1906738974748954,0.453125,1.0
C0696,-0.2069231848630813,-0.5625,1.0
C0697,0.0557411701945312,0.29516128,1.0
C0698,-0.1858115376860867,-0.56153846,1.0
C0699,0.2402548563201392,0.6472222,1.0
C0700,-0.417506005879615,-0.7318182,1.0
C0701,0.3893230994536474,0.6333333,1.0
C0702,-0.1790846189423738,0.1,1.0
C0703,0.2901444825479219,0.4,1.0
C0704,-0.2486192605786037,-0.725,1.0
C0705,0.1493012208314099,0.4611111,1.0
C0706,-0.3357298998997177,-0.6909091,1.0
C0707,0.1366578900138111,0.6571429,1.0
C0708,-0.1990739035251364,-0.6657895,1.0
C0709,0.3863434448808687,0.7818182,1.0
C0710,-0.3527489723224131,-0.6391304,1.0
C0711,0.2389032738107546,0.58125,1.0
C0712,-0.2352589391379817,-0.67,1.0
C0713,0.2273774263010881,0.36666667,1.0
C0714,-0.1882356350461974,-0.58125,1.0
C0715,0.3191583356370074,0.59166664,1.0
C0716,-0.1943534579904182,-0.6,1.0
C0717,0.3284130284168295,0.7916667,1.0
C0718,-0.0108889994326884,-0.45833334,1.0
C0719,-0.2534611631095658,-0.57272726,1.0
C0720,0.2095610071160459,0.46,1.0
C0721,-0.3454561777150248,-0.64074075,1.0
C0722,0.2080194106477972,0.34130436,1.0
C0723,-0.0844364383349548,-0.4,1.0
C0724,0.2414054782955923,0.45,1.0
C0725,-0.3300830403978783,-0.62884617,1.0
C0726,0.2334256080569964,0.425,1.0
C0727,0.2436831630223133,0.40357143,1.0
C0728,-0.2620796012283596,-0.38703704,1.0
C0729,0.2677356020894164,0.5125,1.0
C0730,-0.1103732280208297,-0.525,1.0
C0731,0.2681520014996583,0.55,1.0
C0732,-0.2066959982121415,-0.37857142,1.0
C0733,-0.2378156257878365,-0.60882354,1.0
C0734,0.2406326366374991,0.47727272,1.0
C0735,-0.3167553977019048,-0.74,1.0
C0736,0.3755361242790743,0.5833333,1.0
C0737,-0.3242445373772334,-0.43,1.0
C0738,0.3512580991455559,0.61125,1.0
C0739,0.1672808748164959,0.56666666,1.0
C0740,-0.2888373236057001,-0.55,1.0
C0741,0.3196952423937168,0.7178571,1.0
C0742,-0.2510806697929162,-0.7259259,1.0
C0743,0.3906025413199355,0.5825,1.0
C0744,0.2217892645935686,0.47916666,1.0
C0745,-0.2753041763791178,-0.41428572,1.0
C0746,0.2349051048035779,0.5,1.0
C0747,-0.1455344510107158,-0.32083333,1.0
C0748,0.3563530165770938,0.7058824,1.0
C0749,-0.2531893199276467,-0.655,1.0
C0750,0.1967308663010662,0.5882353,1.0
C0751,-0.3174960285237437,-0.65,1.0
C0752,0.3289728768266577,0.545,1.0
C0753,-0.2269423152836794,-0.52,1.0
C0754,0.3229452233856182,0.735,1.0
C0755,-0.4006752633599478,-0.6625,1.0
C0756,0.2993452347903649,0.66,1.0
C0757,-0.3291074839014293,-0.3892857,1.0
C0758,0.3026882722654549,0.57222223,1.0
C0759,0.3001419966734999,0.725,1.0
C0760,-0.3387218736494281,-0.61730766,1.0
C0761,0.1805518467761939,0.32142857,1.0
C0762,-0.4264779773798874,-0.63,1.0
C0763,0.3406827529533515,0.615,1.0
C0764,-0.1413907412042308,-0.3413793,1.0
C0765,0.3075678656037715,0.515,1.0
C0766,-0.2704649413832146,-0.55,1.0
C0767,0.2914900342664149,0.74,1.0
C0768,-0.4146999541798358,-0.71,1.0
C0769,0.1638567037361211,0.20833333,1.0
C0770,-0.2193209609548263,-0.47,1.0
C0771,0.2763442118444076,0.68125,1.0
C0772,-0.2326795206803897,-0.49907407,1.0
C0773,0.2763428828193852,0.73333335,1.0
C0774,0.1853670396486919,0.63809526,1.0
C0775,-0.3395867396735741,-0.75,1.0
C0776,0.2738256599412642,0.45,1.0
C0777,-0.2316292122330197,-0.49285713,1.0
C0778,0.1785407014077331,0.41875,1.0
C0779,-0.0890926188446224,-0.085,1.0
C0780,0.402475336375232,0.7736842,1.0
C0781,-0.2198293844309264,-0.5366667,1.0
C0782,0.3305446255725579,0.73846155,1.0
C0783,-0.3653536666502298,-0.65,1.0
C0784,0.2570349034347055,0.7160714,1.0
C0785,-0.4070068844527378,-0.6431034,1.0
C0786,0.1870919725400029,0.4775862,1.0
C0787,-0.2026501599828917,-0.625,1.0
C0788,0.2762458255177612,0.7,1.0
C0789,-0.3183578670373303,-0.6272727,1.0
C0790,0.3174224801517344,0.6785714,1.0
C0791,-0.0782015726489916,-0.45625,1.0
C0792,0.2518302342452095,0.62222224,1.0
C0793,-0.2317395872235804,-0.5607143,1.0
C0794,0.1797256430246541,0.165,1.0
C0795,-0.2910691030453944,-0.8,1.0
C0796,0.1185191775731481,0.14411765,1.0
C0797,-0.2079733482945911,-0.5733333,1.0
C0798,0.1195958760474821,0.0,0.0
C0799,-0.2585154074419943,-0.4,1.0
C0800,0.3045047869339177,0.5,1.0
C0801,-0.0822304065967998,-0.20576923,1.0
C0802,0.2253668292922144,0.0,0.0
C0803,-0.2349555672466441,-0.725,1.0
C0804,0.3022764101812591,0.6483871,1.0
C0805,0.0099540327170067,0.175,1.0
C0806,-0.1172497835626398,-0.6166667,1.0
C0807,0.3419367796253429,0.75,1.0
C0808,-0.2467468319030191,-0.61470586,1.0
C0809,0.3290445615631556,0.7192308,1.0
C0810,-0.008153516137268,-0.35,1.0
C0811,-0.2337915294989159,-0.56969696,1.0
C0812,-0.1623940304649407,-0.46666667,1.0
C0813,0.090813845440081,0.75,1.0
C0814,0.0508834756624356,0.08571429,1.0
C0815,-0.2140328663492891,-0.5176471,1.0
C0816,0.1321262453443661,0.0,0.0
C0817,-0.2295951668186793,-0.43611112,1.0
C0818,-0.3017413858623461,-0.57884616,1.0
C0819,0.2294657802336281,0.7,1.0
C0820,-0.2547911986249843,-0.67142856,1.0
C0821,0.383694873034673,0.6964286,1.0
C0822,-0.2457599557666818,-0.27,1.0
C0823,0.2592200328147238,0.6818182,1.0
C0824,-0.0951605802465252,-0.1875,1.0
C0825,0.3595035512992937,0.7772727,1.0
C0826,-0.1304697418775614,0.016666668,1.0
C0827,0.2749400076677072,0.625,1.0
C0828,-0.1688542116701535,-0.3225,1.0
C0829,0.2875491012881862,0.6846154,1.0
C0830,-0.2307473894494747,-0.58,1.0
C0831,-0.2365144110900907,-0.4952381,1.0
C0832,0.2486999041156909,0.9,1.0
C0833,-0.2961213473287375,-0.775,1.0
C0834,0.2699467136879829,0.73571426,1.0
C0835,-0.0775969960358619,-0.28333333,1.0
C0836,0.246068187208466,0.675,1.0
C0837,0.2638116779610466,0.56842107,1.0
C0838,-0.3051406192213899,-0.5555556,1.0
C0839,0.2114483020953648,0.625,1.0
C0840,-0.2808618135154116,-0.7029412,1.0
C0841,0.3334521318131414,0.7625,1.0
C0842,-0.2358908681661403,-0.55625,1.0
C0843,0.1298941646910319,0.525,1.0
C0844,-0.33399606886743,-0.7125,1.0
C0845,0.2880194645196554,0.6351852,1.0
C0846,0.1140271153121688,0.24310344,1.0
C0847,-0.3389133544596683,-0.68846154,1.0
C0848,0.3553765213946529,0.665,1.0
C0849,-0.3162707314878372,-0.3,1.0
C0850,0.2168467319747616,0.6551724,1.0
C0851,-0.287226541799174,-0.6875,1.0
C0852,0.2040256985082589,0.5409091,1.0
C0853,-0.262136574304673,-0.6,1.0
C0854,0.2559299016566562,0.6625,1.0
C0855,-0.2816096119144713,-0.6333333,1.0
C0856,0.2397541604498634,0.72,1.0
C0857,-0.4146152037488251,-0.73846155,1.0
C0858,0.1478495825547434,0.23125,1.0
C0859,-0.2287024257268716,-0.61315787,1.0
C0860,0.2893007341443092,0.7375,1.0
C0861,-0.324725961969515,-0.69375,1.0
C0862,0.1600494766709009,0.2382353,1.0
C0863,-0.2401364575265436,-0.775,1.0
C0864,0.2619006670981509,0.6727273,1.0
C0865,-0.2202687429100323,-0.4221154,1.0
C0866,0.2996392393005846,0.42777777,1.0
C0867,-0.3531201606171226,-0.78125,1.0
C0868,0.2219971832008674,0.5309524,1.0
C0869,-0.1719766384322906,-0.125,1.0
C0870,0.2777061922233871,0.5884615,1.0
C0871,-0.2010253451931953,-0.6052632,1.0
C0872,0.2497990945141954,0.59594595,1.0
C0873,-0.1951894214185642,-0.50135136,1.0
C0874,0.2686631292575956,0.69,1.0
C0875,0.2305349022812175,0.4,1.0
C0876,-0.4009859689555072,-0.6315789,1.0
C0877,0.198424002410445,0.585,1.0
C0878,-0.3192514845976736,-0.5566667,1.0
C0879,0.2486984301528197,0.66818184,1.0
C0880,-0.2819675794228555,-0.54,1.0
C0881,0.2095276517615263,0.24285714,1.0
C0882,-0.2499696796052922,-0.665,1.0
C0883,0.3068423588185001,0.6888889,1.0
C0884,-0.3211763510274236,-0.57857144,1.0
C0885,0.0553260929656467,0.2375,1.0
C0886,-0.1131705406729807,-0.51,1.0
C0887,0.2546066390429892,0.65,1.0
C0888,0.1910073016112065,0.45909092,1.0
C0889,-0.3674237180540552,-0.47105262,1.0
C0890,0.2339653609774028,0.526087,1.0
C0891,-0.2992915042135602,-0.66,1.0
C0892,0.3529162220496599,0.7386364,1.0
C0893,-0.1458831559003312,-0.5833333,1.0
C0894,0.2162313293980208,0.65,1.0
C0895,-0.2438142102028331,-0.43157893,1.0
C0896,0.2734298266380355,0.325,1.0
C0897,-0.2894440079689726,-0.6357143,1.0
C0898,0.2045224820202412,0.625,1.0
C0899,-0.1978197500669258,-0.5,1.0
C0900,0.192687192282818,0.49166667,1.0
C0901,-0.2581781277701335,-0.5214286,1.0
C0902,0.3048901474731516,0.618,1.0
C0903,0.008369620253516,-0.06333333,1.0
C0904,0.2916755040822312,0.72,1.0
C0905,-0.2427815457239516,-0.72307694,1.0
C0906,0.2025359295976328,0.336,1.0
C0907,-0.2422432444852631,-0.4375,1.0
C0908,0.3413320390777716,0.73125,1.0
C0909,-0.4478184767661345,-0.49285713,1.0
C0910,0.2723846237086369,0.6210526,1.0
